CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
"T112 Cars, Asian Factory: Sales & Leasing",Hyundai Corp,Genesis,Genesis G70 : Asian Passenger Auto,C. Teigen&J. Legend: It's the Best Time to Race,,,"Text is featured with two vehicles. Text: [G70] [TEIGEN vs LEGEND] John Legend and Chrissy Teigen are featured. C. Teigen Let's race John!"" M-Annc mentions that zero to sixty in 4.9 seconds Genesis G70 serious fun.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22658606&mtid=1&ff=1,41137520.0,22658606,Celebrity=Y|Spokesperson=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-16,13,179565.0
B649 Television & Cable TV: Comb Copy & NEC,AT&T Inc,HBO,HBO Max : OTT Streaming,Enjoy All the Movies,,,"Tag is featured. Man Journey just begun."" Scenes from various movies are featured.Text: [ALL OF] [NOW TOGETHER WITH] [THE MOST BELOVED TV] [THE BEST MOVIES] [PLUS NEW max ORIGINALS] [WHERE HBO MEETS SO MUCH MORE] [STREAMING MAY 27] HBOMax.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22799974&mtid=1&ff=1,41438900.0,22799974,,2020-04-27,30,* NATIONAL,BIG BANG THEORY,2020-04-21,10,178870.0
G713 Lawn & Garden Fertilizers & Seed Trtmnts,Scotts Miracle-Gro Co,Miracle-Gro,Miracle-Gro : Garden Feeder & Plant Food,Plant Seed in This Tough Times,,,Music & Text Only-No Words Spoken. A woman is featured gardening along with text. Text: [In troubled times] [When the going gets tough] [the tough] [get growing] [Let's plant the seed] [of] [victory] [because while we may be apart] [This is something can all do] [together] [Plant you #VictoryGarden today] #VictoryGarden,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22788718&mtid=1&ff=1,41417802.0,22788718,Hashtag=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY | VOICE,2020-04-20,4,177861.0
D531 Digestive Aids & Antacids,Procter & Gamble Co,Prilosec OTC,Prilosec OTC : Heartburn Control,Get 24 Hour Protection,ONE PILL A DAY. 24 HOURS. ZERO HEARTBURN,,"A man is featured. Man Did you know Prilosec OTC can stop frequent heartburn before begins?"" He states heartburn happens when stomach acid refluxes into the esophagus. Prilosec OTC uses the a unique the ... release formula that helps pass through the tough stomach acid. It then works to turn down acid production. Blocking heartburn at the source. With just one pill a day you get 24 hour heartburn protection.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22705965&mtid=1&ff=1,41234642.0,22705965,,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-03-30,12,177134.0
G321 Quick Serve Restaurants,Restaurant Brands Intl Inc,Burger King Restaurant,Burger King Restaurant : Mobile App,Taking Care of You,,,"A man is featured standing inside a kitchen. Man We know you might not be thinking of Burger King right now we're thinking about you."" Woman states they are taking extra measures to minimize contact in their drive through download the app place the order and pick it up. Man states let them take care of you why you take care of yourself.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22679257&mtid=1&ff=1,41177995.0,22679257,Mobile Apps=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-20,25,175638.0
"T114 Cars&Lt Trucks, Dmstc Factory: Sls&Lsg",Ford Motor Co,Ford,Ford : General Promotion - Domestic Autos & Trucks,Built to Lend a Hand,BUILT Ford PROUD,,"A woman is featured lifting a little boy. F-Annc Coming together makes us stronger and Ford is built to lend a hand."" She mentions especially now with 6-Month Payment Relief. Text: [3] [MONTHS] [DEFERRED] [3] [MONTHS] [PAID] [6] [MONTHS] [FOR PEACE OF MIND] Shop at Ford.com or contact your Ford dealer to find out more about home delivery and other vehicle service options. You have a lot to take care of and let them help take care of you. Text: [BUILT TO LEND A HAND]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22681151&mtid=1&ff=1,41181818.0,22681151,Price Point=Y|COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY | VOICE,2020-03-21,4,175322.0
V376 Home Centers & Hardware Stores,Ace Hardware Corp,Ace Hardware,Ace Hardware Stores : Home Center/Hardware Store,Thank You Note to Folks,The helpful place.,,"Exterior of a store location is featured. M-Annc Your local Ace remains open."" He states of the curbside pickup. They will also deliver to your home. So if there is need for the essentials like hand soap or light bulbs they want to help. If you need quick fixes or filters they want to help. But they couldn't have helped without the people who put on their red vests everyday and say they want to help the helpful hardware folks. Ace couldn't have helped without their help. So to each and everyone of them they want to thanks them.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22748629&mtid=1&ff=1,41335253.0,22748629,Curbside Pickup=Y|COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-09,16,174207.0
"T116 Cars&Lt Trucks,Eurpn&NEC Factry: Sls&Lsg",Daimler Ag,Mercedes Benz,Mercedes Benz : General Promotion - European Autos & Trucks,Special Offers for All,,,"Hands are featured washing. M-Annc Everyone is doing what they can to get through this times."" He mentions that Mercedes Benz is making vehicle maintenance and buying means as safe and seamless as possible. He mentions that many dealers offer options such as pickup delivery and at home service online shopping and home delivery as well as special finance arrangements. He mentions that they understand buying and servicing in vehicle shouldn't be a challenge in these already challenging times. He mentions to get 0% APR financing for up to 36 months on most models and 90-day first-payment deferral on any model. MBUSA.COM/SPECIALOFFERS""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22809972&mtid=1&ff=1,41462830.0,22809972,Price Point=Y|COVID19 Related=Y|,2020-05-11,30,* NATIONAL,MODERN FAMILY | VOICE,2020-04-23,5,172282.0
H422 Heavy Duty Laundry Detergents,Procter & Gamble Co,Tide,Tide Pods Plus Downy Free : Laundry Detergent Pods,Sensitive Skin with Eczema And Psoriasis,,,"A girl is featured. Man Super Emma just about sleeps in her cape."" He states that but when they realized that she was battling sensitive skin they switched to Tide plus downy free. Change on her skin and dermatologist recommended. New Tide pods plus downy free. For sensitive skin with eczema and psoriasis.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22859524&mtid=1&ff=1,41571384.0,22859524,,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-06,11,171926.0
G321 Quick Serve Restaurants,Yum Brands Inc,Taco Bell Restaurant,Taco Bell Restaurant : General Promotion - QSR,No Hugs for A Reason,,,"The Taco Bell logo is featured. M-Annc We'd give you a hug but for a long list of reasons we can't."" He notes that they can give you a free Doritos Locos Tacos instead on Tuesday March 31st. Text: [DRIVE] [THRU] [OPEN] [Legalese]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22704335&mtid=1&ff=1,41226546.0,22704335,COVID19 Related=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | EMPIRE | VOICE,2020-03-29,5,171322.0
G719 Horticulture: Comb Copy & NEC,Scotts Miracle-Gro Co,Miracle-Gro,Miracle-Gro Performance Organics : Horticulture,Do No Compromise,,,"A child is featured. F-Annc It's Miracle-Gro's biggest thing."" She mentions Performance Organics. Finally organics that work. Tested and refined by plant scientists. For twice the results. Guaranteed. Don't grow a flower. Grow a million dollar view. This new organic collection of soil and plant food is all you always wanted. No compromise just result.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22688792&mtid=1&ff=1,41209963.0,22688792,,2020-03-30,30,* NATIONAL,BIG BANG THEORY | VOICE,2020-03-23,2,171148.0
D251 Womens Razors,Edgewell Personal Care Co,Schick,Schick Hydro Silk : Razor Women,Experience Smooth Shave,THE SHAVE WE ALL DESERVE,,"Text is featured against a woman in the background. Text: [HOW TO SOOTHE] [RAZOR BURN] Woman Hey guys it's time for another ... video."" F-Annc states or you could use Schick Hydro Silk. She mentions with hypoallergenic serum for the smooth shave they all deserve.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22819728&mtid=1&ff=1,41489973.0,22819728,,2020-05-25,15,* NATIONAL,MODERN FAMILY,2020-04-27,28,169084.0
V499 Department Store General Promotion,Macys Inc,Macys,Macys : Sales Announcement,Save Big This Memorial Day,,,"Tag of Macy's is featured against furnished room. F-Annc Macy's Memorial Day Sale has great furniture and mattress to provide."" She states to get the outdoor sofa for $1099 a sectional for $1879 plus save big on Sealy Posturepedic closeout now at select Macy's store and at the website. Text: [SUPER BUY] [VIEWPORT] [ALL-WEATHER SOFA] [RADLEY 5-PC.] [FABRIC SECTIONAL] [CHASE POINTE II] [AND MORE] [SEE] [FOR LOCATIONS NEAR YOU] MACYS.COM/STORES""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22894211&mtid=1&ff=1,41650408.0,22894211,Sale=Y|Price Point=Y|Holiday: Memorial Day=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-05-14,14,168562.0
"T144 Car & Truck Parts, Accessories & Kits",TOYOTA MOTOR CORP DLR ASSN,Toyota Dealer Assn,Toyota Dealer Assn : Parts & Service,L. Coppock: Always There for You,,,"Laurel Coppock as Jane from Toyota. L.Coppock Hi it's Jane from Toyota."" She states that you know how important it is to have a safe reliable vehicle right now so Toyota is here to help. To ensure that your Toyota is in top condition any Toyota Service Centers are open to serve you with certified technicians and genuine Toyota parts and many even offer online service scheduling and no-contact vehicle drop-off they are here for you contact your local dealer so see how they can help.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22732843&mtid=1&ff=1,41300586.0,22732843,Celebrity=Y|Spokesperson=Y|COVID19 Related=Y|,2020-04-06,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-06,2,167487.0
D281 Electric & Battery Operated Toothbrushes,Procter & Gamble Co,Oral-B,Oral-B : Electric Toothbrush,"Remove...Line/Oral-B Rinses, New",Brush like a Pro.,No M-Annc mentions to try Oral-B scientifically formulated Rinses. The last scene now features 3 Oral-B rinses along with Text: [NEW] [100% GUARANTEED].,"A woman is featured. Woman When I get my teeth clean my hygienist doesn't use something like this."" She states she cleans with something like this. M-Annc mentions go pro with Oral B. Power when on for Oral B's death clean ever. Inspired by dentist Oral B is round brush head surrounds each tooth to remove more plaque around the gum line for clearer teeth and healthy gums.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22693699&mtid=1&ff=1,41209298.0,22693699,New Product=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-24,9,166294.0
"T114 Cars&Lt Trucks, Dmstc Factory: Sls&Lsg",General Motors Corp,Cadillac,Cadillac : General Promotion - Domestic Autos & Trucks,"It's Standing by the People in Crisis/Audio, Text",,Here M-Annc states if your vehicle need service their certified experts are also ready to help. Simply schedule your appointment online. Text: [CERTIFIED SERVICE] is featured.,"A visual effect is featured revealing a vehicle driven. F-Annc Yes we're living in uncertain time."" She mentions that at Cadillac they know that by working together they'll make it through. She mentions that GM financial stands by with relief by offering flexible payment arrangements. She mentions that they're also offering current owners onstar crisis assist services and in-vehicle Wi-Fi data for a limited time. She mentions to know that the need of a new vehicle may have the option of shopping online and taking delivery at home. Text: [SHOP ONLINE. HOME DELIVERY.] She mentions that we're all in this together and at Cadillac they have your back. cadillac.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22710483&mtid=1&ff=1,41243462.0,22710483,COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY,2020-03-31,10,166103.0
V376 Home Centers & Hardware Stores,Lowes Cos Inc,Lowes,Lowes Building Supply Store : Home Center/Hardware Store,This Season Is to Bloom,START WITH Lowe's,,"A bucket is featured. M-Annc Getting outside feels really good more now than ever before."" He states this is spring this season you plant garden grow things bring color to your outdoor space. They are here to make your home the best it can be.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702025&mtid=1&ff=1,41222546.0,22702025,,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-27,15,165792.0
B452 Real Estate Developers & Developments,CoStar Group Inc,Apartments.com,Apartments.com : Online,No Title Assigned - #22707835,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22707835&mtid=1&ff=1,41233717.0,22707835,Non-Attributed Creative=Y|,2020-05-18,15,* NATIONAL,VOICE,2020-03-30,4,165403.0
F221 Cold Cereals,Kellogg Co,Kelloggs,Frosted Mini-Wheats : Cereal,10 Layers of Wheat,,,"A man is featured. F-Annc ....growl take the morning off."" She states because Frosted Mini-Wheats are made to feel people love and they have 10 layers of wheat and 7 vitamins and minerals. Just one bowl and you're good till lunch.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22712546&mtid=1&ff=1,41258977.0,22712546,,2020-05-18,15,* NATIONAL,MODERN FAMILY,2020-04-01,25,165256.0
D271 Adult Incontinence Products,Kimberly-Clark Corp,Depend,Depend Silhouette : Bladder Control Underwear,No Title Assigned - #22732592,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22732592&mtid=1&ff=1,41300040.0,22732592,Non-Attributed Creative=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY,2020-04-06,6,163800.0
G930 Corporate Advertising NEC,Unilever,Dove,Dove : Corporate Promotion,Wash Hands Properly And Stay Safe,,,Music & Text Only-No Words Spoken. Text is featured along with logo. Text: [When was the last time] [you washed your hands?] [Go on.] [We'll wait.] [00:20] [In 20 seconds you can help] [reduce the spread of infection.] [We don't care which soap you use] [we care that you care.] [For you.] [And for all.] [Take care be safe.] #WashToCare,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22762866&mtid=1&ff=1,41365451.0,22762866,Corporate Image=Y|Hashtag=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY,2020-04-13,3,163800.0
"T118 Light Trucks, Asian Factory: Sls&Lsg",Kia Motors Corp,Kia,Kia Seltos : Asian Crossover Utility Vehicle,Buzz Kill Friends,GIVE IT EVERYTHING,,"A car driving fast on a dirt road is featured. M-Annc They are test driving the new Kia Seltos."" He mentions about that buzz kill friend that asks silly questions about the car. Text: [AWD STARTING UNDER $22000]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22671708&mtid=1&ff=1,41171064.0,22671708,Price Point=Y|,2020-03-30,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-03-18,5,163217.0
G322 Pizza Restaurants & Delivery Services,Ilitch Holdings Inc,Little Caesars Pizza Restaurant,Little Caesars Pizza Restaurant : General Promotion - Pizza Restaurant,It's the Most Trusted One,,,"A Little Caesars Pizza Restaurant is featured. M-Annc Little Caesars has always been a trusted family owned company with a history of value fun and now no contact Pizza portal pickup and free delivery."" He mentions with large $5 Pepperoni Pizzas everyone can still enjoy a family pizza night.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22740295&mtid=1&ff=1,41318869.0,22740295,Mascot=Y|Price Point=Y|,2020-04-20,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-07,15,163184.0
H333 Bathroom Tissue,Kimberly-Clark Corp,Cottonelle,Cottonelle Ultra Bathroom Tissue & Cottonelle Fresh Moist Wipes : Combo,Treat Yourself With Clean Toilet Papers,,,"Text is featured against a blue background. Text: [Presenting] F-Annc Down there care with Cottonelle."" She states that down there because you are all over your overall wellness. She states to #treatyourself with cleaning ripples of Cottonelle toilet papers and flushable wipes. She states about refreshing feeling. #treatyourself""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22655234&mtid=1&ff=1,41131637.0,22655234,Ethnic Targeted: African American=Y|Hashtag=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-16,10,162982.0
"D181 Women's Scents, Fragrances, Perfumes",JAB Holding Co,Marc Jacobs,Marc Jacobs Daisy : Women's Fragrance,Girls Play With Flowers 24,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22795389&mtid=1&ff=1,41430309.0,22795389,Non-Attributed Creative=Y|,2020-05-04,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-20,18,162820.0
B660 Motion Pictures,Comcast Corp,Universal Pictures,Trolls World Tour : Movie,Join the Forces,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22669788&mtid=1&ff=1,41158234.0,22669788,,2020-03-23,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-18,5,162647.0
"T114 Cars&Lt Trucks, Dmstc Factory: Sls&Lsg",Ford Motor Co,Ford,Ford Motor Co : Corporate Promotion,Try to Help Each Other,,,Music and Text Only-No Words Spoken. Text: [AS AMERICA BATTLES A PANDEMIC] [WE'RE HELPING BUILD POWERED AIR-PURIFYING RESPIRATORS] [50000 VENTILATORS IN THE NEXT 100 DAYS] [AND 1 MILLION FACE SHIELDS PER WEEK] [BECAUSE WHEN AMERICA FACES A CRISIS] [WE BUILD WHAT PEOPLE NEED] [YOU CAN HELP US BUILD TOO.] [DISABLED AMERICAN VETERANS AFFECTED BY COVID-19 NEED YOUR SUPPORT] WWW.DAV.ORG/FORDHELPS,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22768418&mtid=1&ff=1,41381828.0,22768418,Corporate Image=Y|COVID/Coronavirus Mention=Y|,2020-05-04,30,* NATIONAL,BIG BANG THEORY | VOICE,2020-04-13,4,161851.0
"B519 Computers, General Promotion/Multi-Category/Corporate/Sponsorship",Dell Technologies Inc,Alienware,Alienware : General Promotion - Computers,Proud Sponsor of Team Liquid/Website,WE'RE GAME.,now the website has changed to ALIENWARE.COM,"An alien face is featured. F-Annc Every click."" M-Annc states every frame every press. F-Annc notes every sound. They add when the difference between winning and loosing is measured in milli seconds everything counts. The Alienware legendary battle station. Text: [PROUD SPONSOR OFTEAM LIQUID] ALIENWARE.COM/TEAMLIQUID""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22721861&mtid=1&ff=1,41278288.0,22721861,Sponsorship=Y|,2020-04-06,30,* NATIONAL,BIG BANG THEORY,2020-04-02,9,160983.0
V376 Home Centers & Hardware Stores,Lowes Cos Inc,Lowes,Lowes Building Supply Store : Home Center/Hardware Store,Home Becomes Everything,WHAT HOME CAN BECOME,,Music & Text Only-No Words Spoken. Woman is featured along with text. Text: [LIVING ROOMS] [BECOME CLASSROOM] [DINNING ROOMS BECOME OFFICES] [BATHROOMS] [BECOMES BREAK ROOMS] [GARAGES] [BECOME GYMS] [BASEMENTS] [BECOME STAGES] [ ATTICS] [BECOME PLAYGROUNDS] [BACKYARDS] [BECOME THE GREAT OUTDOORS] [We're for you. In - store and online],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22773340&mtid=1&ff=1,41385121.0,22773340,COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY,2020-04-15,9,160983.0
B429 Insurance: Comb Copy & NEC,Allstate Corp,Allstate,Allstate : Mobile App,D. Winters: Get the App,You're in good hands,,"Dean Winters is featured inside a car. D. Winters I'm your mother in law and I have to question your every move ."" He mentions like this left turn. Text: [in the Allstate app]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22707126&mtid=1&ff=1,41232188.0,22707126,Celebrity=Y|Spokesperson=Y|Mobile Apps=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-30,15,160889.0
"F419 Coffee,Tea,Cocoa&Milk Addtvs:Comb&NEC",Nestle Sa,Starbucks,Starbucks Cold Brew Concentrate : Coffee Concentrate,Enjoy Smooth Delicious Coffee,,,"Logo is featured. M-Annc Introducing a new way to make the cold brew you love at home."" Starbucks Cold Brew Concentrate just mix some water and ice for a taste of smooth delicious test and perfectly your. Text: [FIND IT IN THE] [COFFEE AISLE]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22848289&mtid=1&ff=1,41547262.0,22848289,New Product=Y|,2020-05-18,15,* NATIONAL,MODERN FAMILY,2020-05-04,24,158497.0
V555 Toy & Hobby Products-Discount Department Store,Target Corp,Target,Target : Toy & Hobby Products,Easter Gifts for Every Bunny,,,"Logo of the store is featured followed by a spoon hitting it. F-Annc Find Easter gifts for every bunny and save $10 when you spend $50 on toys and games."" Text: [with coupon] Save on toys now through Saturday.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22730294&mtid=1&ff=1,41293027.0,22730294,Coupon=Y|Sale=Y|Holiday: Easter=Y|,2020-04-06,15,* NATIONAL,MODERN FAMILY | VOICE,2020-04-05,6,158366.0
B121 Banking (Consumer),Citigroup Inc,Citi,Citibank : Corporate Promotion,Having the Same Goal,,,"A boy is featured. F-Annc To all those on the front line caring for our sick."" She states stocking our shelves bringing packages and delivering food. Those who are their when people need them and the millions Americans doing their part just by staying home. Their community is beyond grateful and at City they are too even if we are apart we will get through this together.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22742197&mtid=1&ff=1,41319782.0,22742197,Corporate Image=Y|COVID19 Related=Y|,2020-04-13,30,* NATIONAL,MODERN FAMILY,2020-04-09,23,157669.0
G321 Quick Serve Restaurants,Yum Brands Inc,Taco Bell Restaurant,Taco Bell Restaurant : General Promotion - QSR,Get Free Delivery,,,"A dinning room is featured. Man Thank you."" M-Annc mentions Taco Bell is delivering get free delivery on orders of $12 or more only on Grubhub.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702781&mtid=1&ff=1,41223677.0,22702781,,2020-04-13,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-28,29,156614.0
F411 Coffee,JAB Holding Co,Green Mountain,Green Mountain Coffee Roasters : K-Cup Pacs,Get Stunningly Delicious Coffee,PACKED WITH GOODNESS,,"A Woman is featured along with her kid in the kitchen. M-Annc In the time it takes to brew a cup at home here's the story of Green Mountain Coffee Roasters."" He introduces Marial. He states the procedures of growing coffee which makes the coffee stunningly delicious.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22737318&mtid=1&ff=1,41310245.0,22737318,,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-06,18,156348.0
G719 Horticulture: Comb Copy & NEC,Scotts Miracle-Gro Co,Miracle-Gro,Miracle-Gro Performance Organics : Horticulture,For Twice the Bounty/F-Annc,,F-Annc is now featured.,"A nursery is featured along with people working inside. M-Annc Straight from the world's best plant scientist comes Miracle-Gro Performance Organics."" He states it's Miracle-Gro's next big thing. Organic plant food and soil that finally works. For twice the bounty. Guaranteed.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22689619&mtid=1&ff=1,41200901.0,22689619,,2020-03-30,30,* NATIONAL,VOICE,2020-03-23,1,155800.0
B649 Television & Cable TV: Comb Copy & NEC,Apple Inc,Apple,Apple TV Plus : OTT Streaming,Starting of a Journey,,,"Tag is featured atop a scene from the animated Snoopy in Space series. Character We are here."" Scenes from shows like Ghost Writer Helpsters Snoopy in Space are featured. Text: [+Dreamers] [Explorers] [Believers] [Your Journey Starts Here] [This Is Your Place] [Try it free on the] [Apple TV app]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22693088&mtid=1&ff=1,41208006.0,22693088,Mobile Apps=Y|,2020-03-23,30,* NATIONAL,VOICE,2020-03-23,1,155800.0
B649 Television & Cable TV: Comb Copy & NEC,Walt Disney Co,Disney,Disney Plus : OTT Streaming,Watch the Simpsons 4,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22693125&mtid=1&ff=1,41208091.0,22693125,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,VOICE,2020-03-23,1,155800.0
B213 Wireless Home/Business Phone Equip & Sys,Samsung Group,Samsung,Samsung Galaxy S20 Ultra : Wireless Phones,Introducing Revolutionary Camera,,,Music & Text Only-No Words Spoken. A bioscope camera is featured. Text: [In 2020] [Photography has a new chapter] [Introducing] [Galaxy S20 Ultra 5G] [The revolutionary] [8K Video Snap] [With 100X] [Space Zoom 100.0x] [And 5G to] [share it all] [Galaxy S20 Series] [Available now at] samsung.com,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22695198&mtid=1&ff=1,41211644.0,22695198,Phone: Android/Droid=Y|New Product=Y|Service 5G=Y|,2020-03-30,30,* NATIONAL,VOICE,2020-03-24,1,155800.0
"T117 Light Trucks, Domestic Factory: Sls&Lsg",Fiat Chrysler Automobiles NV,Jeep,Jeep : General Promotion - Domestic Trucks,It's Getting You All to the Better Days,,,"The Jeep logo is featured to reveal a view of the woods. M-Annc Better days are ahead."" The Better Days song by One Republic is featured. He mentions that we are all one Jeep community and we can help. Jeep is offering payment assistance 24/7 support and the option to shop at Jeep.com. They are also offering 0% APR financing for 84 months with no payments for 90 days on select 2020 models. He mentions that Jeep is helping you drive forward. Jeep.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22696594&mtid=1&ff=1,41213243.0,22696594,Price Point=Y|COVID19 Related=Y|,2020-03-30,30,* NATIONAL,VOICE,2020-03-24,1,155800.0
G511 Elec & Video Games & Sftwr (Excl PC&Net),Nintendo Co Ltd,Nintendo,Nintendo Switch Video Game System & Nintendo Switch Lite Video Game System : Combo,All day Gaming Console,,,"Tag of Nintendo Switch a man and his wife playing Switch is featured in the bedroom. Man I got it."" Woman is featured the next morning talking to her baby. She mention are you ready for our workout. At dinner she tell everyone that the baby and add are you ready for game night. The family answers yes and they playing Mario Kart. Text: [$299.99] [Nintendo Switch] [$199.99] [Nintendo Switch Lite]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702283&mtid=1&ff=1,41223438.0,22702283,Price Point=Y|,2020-03-30,30,* NATIONAL,VOICE,2020-03-27,1,155800.0
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Hyundai Corp,Hyundai,Hyundai : General Promotion - Asian Autos & Trucks,Keep Your Family Safe,Better drives us,,"A girl is featured entering a car. M-Annc You do everything to keep your family safe."" He states to in that same spirit Hyundai Hope on Wheels is taking new steps to help families in need. With a commitment to support drive to the testing locations for COVID-19 in cities across the country. So families can tested safely. Making things better for families is there first priority.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22767966&mtid=1&ff=1,41373389.0,22767966,Corporate Image=Y|COVID/Coronavirus Mention=Y|,2020-04-13,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-04-13,4,155329.0
